gender,age,age_o,samerace,int_corr,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr,sinc,intel,fun,amb,shar,like,prob,dec,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,dec_o,match,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1
1,25.0,30.0,0,0.23,17.5,17.5,20.0,12.5,20.0,12.5,8.0,6.0,7.0,6.0,7.0,2.0,2.0,8.0,0,2.0,10.0,8.0,10.0,8.0,7.0,8.0,9.0,0,0,15.38,15.38,17.31,19.23,15.38,17.31,10.0,10.0,10.0,10.0,10.0
1,25.0,25.0,0,0.13,15.38,17.31,17.31,17.31,17.31,15.38,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.0,8.0,8.0,3.0,8.0,3.0,4.0,3.0,0,0,15.38,15.38,17.31,19.23,15.38,17.31,10.0,10.0,10.0,10.0,10.0
1,25.0,22.0,0,-0.15,15.38,19.23,19.23,19.23,15.38,11.54,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,1,5.0,9.0,9.0,7.0,8.0,4.0,5.0,3.0,0,0,15.38,15.38,17.31,19.23,15.38,17.31,10.0,10.0,10.0,10.0,10.0
1,25.0,22.0,0,-0.52,16.0,20.0,18.0,20.0,18.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,1,3.0,9.0,9.0,7.0,9.0,6.0,7.0,8.0,0,0,15.38,15.38,17.31,19.23,15.38,17.31,10.0,10.0,10.0,10.0,10.0
1,25.0,26.0,0,0.4,19.61,15.69,17.65,15.69,17.65,13.73,7.0,8.0,8.0,8.0,10.0,7.0,8.0,7.0,0,4.0,7.0,9.0,6.0,8.0,8.0,7.0,8.0,0,0,15.38,15.38,17.31,19.23,15.38,17.31,10.0,10.0,10.0,10.0,10.0
1,25.0,23.0,0,0.52,15.38,17.31,19.23,19.23,11.54,17.31,8.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,1,8.0,8.0,8.0,7.0,6.0,6.0,7.0,7.0,1,1,15.38,15.38,17.31,19.23,15.38,17.31,10.0,10.0,10.0,10.0,10.0
1,25.0,31.0,0,0.49,14.58,16.67,20.83,18.75,16.67,12.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,9.0,10.0,10.0,10.0,9.0,9.0,10.0,9.0,1,1,15.38,15.38,17.31,19.23,15.38,17.31,10.0,10.0,10.0,10.0,10.0
1,25.0,23.0,0,-0.26,17.31,13.46,17.31,19.23,19.23,13.46,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,1,7.0,9.0,10.0,10.0,9.0,7.0,7.0,9.0,0,0,15.38,15.38,17.31,19.23,15.38,17.31,10.0,10.0,10.0,10.0,10.0
1,25.0,25.0,0,0.54,11.54,13.46,19.23,19.23,19.23,17.31,9.0,9.0,9.0,10.0,9.0,8.0,8.0,9.0,1,5.0,10.0,10.0,9.0,9.0,9.0,8.0,5.0,1,1,15.38,15.38,17.31,19.23,15.38,17.31,10.0,10.0,10.0,10.0,10.0
1,25.0,28.0,0,-0.27,16.36,16.36,18.18,18.18,16.36,14.55,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,6.0,10.0,10.0,6.0,10.0,10.0,6.0,7.0,0,0,15.38,15.38,17.31,19.23,15.38,17.31,10.0,10.0,10.0,10.0,10.0
1,25.0,27.0,0,0.03,14.29,18.37,18.37,16.33,18.37,14.29,6.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0,0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,0,0,15.38,15.38,17.31,19.23,15.38,17.31,10.0,10.0,10.0,10.0,10.0
1,25.0,25.0,0,-0.32,15.52,17.24,17.24,17.24,17.24,15.52,9.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,1,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,0,0,15.38,15.38,17.31,19.23,15.38,17.31,10.0,10.0,10.0,10.0,10.0
1,27.0,24.0,0,0.41,16.0,16.0,20.0,16.0,18.0,14.0,4.0,3.0,6.0,7.0,6.0,5.0,6.0,3.0,1,8.0,10.0,10.0,8.0,10.0,7.0,8.0,7.0,1,1,15.91,18.18,18.18,15.91,18.18,13.64,7.0,9.0,9.0,7.0,9.0
1,27.0,27.0,0,-0.21,15.38,19.23,19.23,19.23,13.46,13.46,7.0,8.0,8.0,8.0,5.0,5.0,7.0,5.0,1,7.0,8.0,7.0,7.0,8.0,6.0,7.0,5.0,0,0,15.91,18.18,18.18,15.91,18.18,13.64,7.0,9.0,9.0,7.0,9.0
1,27.0,24.0,0,0.12,14.0,18.0,20.0,18.0,16.0,14.0,7.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,1,7.0,7.0,7.0,7.0,7.0,4.0,4.0,5.0,0,0,15.91,18.18,18.18,15.91,18.18,13.64,7.0,9.0,9.0,7.0,9.0
1,27.0,23.0,1,0.05,15.38,19.23,17.31,19.23,9.62,19.23,3.0,5.0,6.0,3.0,7.0,3.0,3.0,6.0,0,3.0,5.0,6.0,4.0,5.0,5.0,3.0,3.0,0,0,15.91,18.18,18.18,15.91,18.18,13.64,7.0,9.0,9.0,7.0,9.0
1,27.0,30.0,0,0.29,17.5,17.5,20.0,12.5,20.0,12.5,8.0,6.0,7.0,7.0,8.0,3.0,8.0,4.0,1,5.0,10.0,9.0,6.0,9.0,2.0,8.0,9.0,1,1,15.91,18.18,18.18,15.91,18.18,13.64,7.0,9.0,9.0,7.0,9.0
1,27.0,22.0,0,0.49,15.38,19.23,19.23,19.23,15.38,11.54,8.0,8.0,8.0,7.0,7.0,3.0,8.0,2.0,1,6.0,9.0,9.0,7.0,8.0,5.0,6.0,4.0,0,0,15.91,18.18,18.18,15.91,18.18,13.64,7.0,9.0,9.0,7.0,9.0
1,27.0,26.0,0,0.02,19.61,15.69,17.65,15.69,17.65,13.73,4.0,5.0,6.0,6.0,7.0,3.0,4.0,7.0,0,4.0,7.0,9.0,5.0,6.0,6.0,6.0,7.0,0,0,15.91,18.18,18.18,15.91,18.18,13.64,7.0,9.0,9.0,7.0,9.0
1,27.0,23.0,0,0.22,15.38,17.31,19.23,19.23,11.54,17.31,5.0,5.0,7.0,6.0,6.0,3.0,5.0,2.0,1,8.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,1,1,15.91,18.18,18.18,15.91,18.18,13.64,7.0,9.0,9.0,7.0,9.0
1,27.0,31.0,0,0.29,14.58,16.67,20.83,18.75,16.67,12.5,6.0,6.0,7.0,7.0,7.0,5.0,7.0,5.0,1,8.0,7.0,8.0,6.0,7.0,5.0,7.0,7.0,1,1,15.91,18.18,18.18,15.91,18.18,13.64,7.0,9.0,9.0,7.0,9.0
1,27.0,23.0,0,0.0,17.31,13.46,17.31,19.23,19.23,13.46,8.0,7.0,7.0,9.0,9.0,5.0,9.0,3.0,1,6.0,7.0,9.0,6.0,7.0,6.0,6.0,8.0,0,0,15.91,18.18,18.18,15.91,18.18,13.64,7.0,9.0,9.0,7.0,9.0
1,27.0,25.0,0,-0.17,11.54,13.46,19.23,19.23,19.23,17.31,7.0,7.0,7.0,8.0,8.0,5.0,8.0,6.0,1,5.0,7.0,10.0,8.0,7.0,7.0,5.0,5.0,0,0,15.91,18.18,18.18,15.91,18.18,13.64,7.0,9.0,9.0,7.0,9.0
1,27.0,28.0,0,0.05,16.36,16.36,18.18,18.18,16.36,14.55,6.0,5.0,6.0,6.0,7.0,3.0,6.0,3.0,1,6.0,10.0,10.0,6.0,10.0,10.0,6.0,7.0,0,0,15.91,18.18,18.18,15.91,18.18,13.64,7.0,9.0,9.0,7.0,9.0
1,27.0,27.0,0,0.31,14.29,18.37,18.37,16.33,18.37,14.29,5.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,1,7.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,1,1,15.91,18.18,18.18,15.91,18.18,13.64,7.0,9.0,9.0,7.0,9.0
1,27.0,25.0,0,0.33,15.52,17.24,17.24,17.24,17.24,15.52,5.0,7.0,7.0,7.0,8.0,3.0,7.0,6.0,1,8.0,9.0,10.0,6.0,9.0,7.0,7.0,7.0,0,0,15.91,18.18,18.18,15.91,18.18,13.64,7.0,9.0,9.0,7.0,9.0
1,27.0,24.0,1,-0.23,16.0,16.0,20.0,16.0,18.0,14.0,7.0,4.0,4.0,4.0,7.0,2.0,4.0,3.0,0,3.0,10.0,9.0,6.0,8.0,5.0,5.0,5.0,0,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,27.0,27.0,1,0.03,15.38,19.23,19.23,19.23,13.46,13.46,6.0,3.0,8.0,3.0,3.0,2.0,4.0,3.0,0,4.0,5.0,10.0,5.0,6.0,4.0,5.0,7.0,0,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,27.0,25.0,0,0.5,17.65,17.65,17.65,15.69,15.69,15.69,7.0,6.0,5.0,3.0,4.0,5.0,6.0,4.0,1,2.0,6.0,4.0,2.0,1.0,2.0,2.0,2.0,0,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,27.0,24.0,0,0.59,14.0,18.0,20.0,18.0,16.0,14.0,8.0,4.0,7.0,6.0,7.0,5.0,8.0,5.0,1,7.0,7.0,7.0,7.0,7.0,4.0,4.0,5.0,0,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,27.0,23.0,0,0.0,15.38,19.23,17.31,19.23,9.62,19.23,4.0,7.0,8.0,5.0,6.0,2.0,4.0,6.0,0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,0,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,27.0,22.0,1,0.02,15.38,19.23,19.23,19.23,15.38,11.54,6.0,4.0,7.0,7.0,8.0,2.0,6.0,5.0,1,2.0,9.0,10.0,4.0,8.0,4.0,5.0,2.0,0,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,27.0,22.0,1,-0.04,16.0,20.0,18.0,20.0,18.0,8.0,8.0,5.0,6.0,7.0,6.0,3.0,7.0,6.0,1,3.0,9.0,10.0,2.0,9.0,3.0,5.0,3.0,0,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,27.0,26.0,1,0.22,19.61,15.69,17.65,15.69,17.65,13.73,7.0,6.0,2.0,2.0,8.0,3.0,4.0,3.0,0,1.0,6.0,8.0,1.0,2.0,1.0,1.0,5.0,0,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,27.0,23.0,1,0.59,15.38,17.31,19.23,19.23,11.54,17.31,7.0,5.0,6.0,8.0,2.0,4.0,5.0,4.0,1,3.0,10.0,10.0,5.0,8.0,6.0,10.0,8.0,0,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,27.0,31.0,0,0.65,14.58,16.67,20.83,18.75,16.67,12.5,6.0,5.0,6.0,2.0,5.0,4.0,6.0,5.0,0,4.0,10.0,10.0,9.0,8.0,7.0,7.0,7.0,1,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,27.0,23.0,1,-0.36,17.31,13.46,17.31,19.23,19.23,13.46,8.0,4.0,8.0,6.0,4.0,4.0,7.0,4.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,27.0,25.0,0,0.61,11.54,13.46,19.23,19.23,19.23,17.31,8.0,7.0,7.0,8.0,2.0,5.0,8.0,7.0,1,5.0,7.0,10.0,5.0,7.0,6.0,5.0,5.0,0,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,27.0,28.0,1,0.06,16.36,16.36,18.18,18.18,16.36,14.55,8.0,5.0,7.0,5.0,6.0,5.0,7.0,7.0,1,4.0,10.0,10.0,5.0,7.0,6.0,6.0,6.0,0,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,27.0,27.0,0,0.3,14.29,18.37,18.37,16.33,18.37,14.29,8.0,6.0,6.0,8.0,5.0,6.0,9.0,8.0,1,5.0,8.0,8.0,5.0,7.0,6.0,6.0,6.0,0,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,27.0,25.0,0,0.44,15.52,17.24,17.24,17.24,17.24,15.52,6.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,0,6.0,8.0,9.0,5.0,6.0,6.0,5.0,5.0,0,0,16.28,20.93,23.26,13.95,4.65,20.93,4.0,9.0,9.0,7.0,4.0
1,28.0,24.0,1,0.3,16.0,16.0,20.0,16.0,18.0,14.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,6.0,1,6.0,10.0,10.0,7.0,10.0,6.0,6.0,6.0,0,0,19.05,16.67,19.05,19.05,9.52,16.67,7.0,8.0,9.0,7.0,6.0
1,28.0,27.0,1,0.22,15.38,19.23,19.23,19.23,13.46,13.46,6.0,8.0,6.0,7.0,6.0,5.0,5.0,7.0,1,6.0,8.0,10.0,5.0,7.0,6.0,8.0,6.0,0,0,19.05,16.67,19.05,19.05,9.52,16.67,7.0,8.0,9.0,7.0,6.0
1,28.0,24.0,0,0.34,14.0,18.0,20.0,18.0,16.0,14.0,8.0,6.0,7.0,4.0,8.0,5.0,5.0,7.0,1,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,0,0,19.05,16.67,19.05,19.05,9.52,16.67,7.0,8.0,9.0,7.0,6.0
1,28.0,23.0,0,-0.45,15.38,19.23,17.31,19.23,9.62,19.23,6.0,8.0,8.0,3.0,4.0,5.0,4.0,4.0,0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,0,0,19.05,16.67,19.05,19.05,9.52,16.67,7.0,8.0,9.0,7.0,6.0
1,28.0,30.0,1,0.29,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,8.0,7.0,5.0,8.0,7.0,6.0,1,2.0,10.0,10.0,5.0,10.0,10.0,9.0,8.0,0,0,19.05,16.67,19.05,19.05,9.52,16.67,7.0,8.0,9.0,7.0,6.0
1,28.0,22.0,1,0.2,15.38,19.23,19.23,19.23,15.38,11.54,6.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,1,8.0,9.0,9.0,8.0,8.0,8.0,7.0,5.0,0,0,19.05,16.67,19.05,19.05,9.52,16.67,7.0,8.0,9.0,7.0,6.0
1,28.0,26.0,1,0.14,19.61,15.69,17.65,15.69,17.65,13.73,8.0,8.0,8.0,8.0,7.0,2.0,6.0,5.0,1,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,0,0,19.05,16.67,19.05,19.05,9.52,16.67,7.0,8.0,9.0,7.0,6.0
1,28.0,23.0,1,0.56,15.38,17.31,19.23,19.23,11.54,17.31,8.0,8.0,8.0,8.0,7.0,7.0,8.0,5.0,1,6.0,7.0,6.0,4.0,4.0,4.0,4.0,2.0,0,0,19.05,16.67,19.05,19.05,9.52,16.67,7.0,8.0,9.0,7.0,6.0
1,28.0,31.0,0,0.31,14.58,16.67,20.83,18.75,16.67,12.5,10.0,9.0,10.0,8.0,9.0,6.0,7.0,3.0,1,8.0,8.0,8.0,5.0,5.0,5.0,7.0,5.0,1,1,19.05,16.67,19.05,19.05,9.52,16.67,7.0,8.0,9.0,7.0,6.0
1,28.0,23.0,1,-0.25,17.31,13.46,17.31,19.23,19.23,13.46,10.0,7.0,6.0,8.0,10.0,5.0,7.0,4.0,1,3.0,8.0,7.0,3.0,7.0,3.0,4.0,9.0,0,0,19.05,16.67,19.05,19.05,9.52,16.67,7.0,8.0,9.0,7.0,6.0
1,28.0,25.0,0,0.15,11.54,13.46,19.23,19.23,19.23,17.31,10.0,8.0,8.0,8.0,7.0,6.0,6.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,19.05,16.67,19.05,19.05,9.52,16.67,7.0,8.0,9.0,7.0,6.0
1,28.0,28.0,1,-0.14,16.36,16.36,18.18,18.18,16.36,14.55,9.0,8.0,9.0,2.0,7.0,2.0,6.0,3.0,0,5.0,10.0,9.0,6.0,9.0,7.0,6.0,6.0,0,0,19.05,16.67,19.05,19.05,9.52,16.67,7.0,8.0,9.0,7.0,6.0
1,28.0,27.0,0,0.12,14.29,18.37,18.37,16.33,18.37,14.29,9.0,7.0,8.0,8.0,7.0,5.0,7.0,3.0,1,6.0,7.0,8.0,7.0,8.0,6.0,6.0,6.0,0,0,19.05,16.67,19.05,19.05,9.52,16.67,7.0,8.0,9.0,7.0,6.0
1,28.0,25.0,0,0.13,15.52,17.24,17.24,17.24,17.24,15.52,8.0,7.0,8.0,7.0,8.0,6.0,7.0,4.0,1,7.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,0,0,19.05,16.67,19.05,19.05,9.52,16.67,7.0,8.0,9.0,7.0,6.0
1,32.0,24.0,1,0.19,16.0,16.0,20.0,16.0,18.0,14.0,5.0,8.0,7.0,7.0,6.0,7.0,7.0,5.0,0,7.0,9.0,10.0,8.0,9.0,9.0,7.0,7.0,1,0,14.81,18.52,18.52,18.52,11.11,18.52,8.0,10.0,8.0,8.0,8.0
1,32.0,27.0,1,0.44,15.38,19.23,19.23,19.23,13.46,13.46,7.0,6.0,7.0,7.0,7.0,8.0,7.0,5.0,0,8.0,8.0,10.0,6.0,7.0,7.0,8.0,7.0,0,0,14.81,18.52,18.52,18.52,11.11,18.52,8.0,10.0,8.0,8.0,8.0
1,32.0,24.0,0,0.23,14.0,18.0,20.0,18.0,16.0,14.0,5.0,8.0,8.0,10.0,5.0,7.0,8.0,7.0,1,8.0,8.0,8.0,7.0,7.0,4.0,5.0,5.0,0,0,14.81,18.52,18.52,18.52,11.11,18.52,8.0,10.0,8.0,8.0,8.0
1,32.0,23.0,0,-0.46,15.38,19.23,17.31,19.23,9.62,19.23,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,0,0,14.81,18.52,18.52,18.52,11.11,18.52,8.0,10.0,8.0,8.0,8.0
1,32.0,30.0,1,0.38,17.5,17.5,20.0,12.5,20.0,12.5,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,3.0,10.0,10.0,4.0,10.0,2.0,6.0,6.0,0,0,14.81,18.52,18.52,18.52,11.11,18.52,8.0,10.0,8.0,8.0,8.0
1,32.0,22.0,1,0.09,15.38,19.23,19.23,19.23,15.38,11.54,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,1,4.0,9.0,9.0,5.0,8.0,5.0,6.0,3.0,0,0,14.81,18.52,18.52,18.52,11.11,18.52,8.0,10.0,8.0,8.0,8.0
1,32.0,26.0,1,0.08,19.61,15.69,17.65,15.69,17.65,13.73,6.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,0,5.0,6.0,7.0,6.0,8.0,4.0,5.0,6.0,0,0,14.81,18.52,18.52,18.52,11.11,18.52,8.0,10.0,8.0,8.0,8.0
1,32.0,23.0,1,0.54,15.38,17.31,19.23,19.23,11.54,17.31,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,0,10.0,10.0,10.0,7.0,7.0,9.0,8.0,8.0,1,0,14.81,18.52,18.52,18.52,11.11,18.52,8.0,10.0,8.0,8.0,8.0
1,32.0,31.0,0,0.59,14.58,16.67,20.83,18.75,16.67,12.5,6.0,7.0,8.0,8.0,8.0,9.0,5.0,6.0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1,1,14.81,18.52,18.52,18.52,11.11,18.52,8.0,10.0,8.0,8.0,8.0
1,32.0,23.0,1,-0.36,17.31,13.46,17.31,19.23,19.23,13.46,8.0,6.0,6.0,7.0,5.0,5.0,6.0,7.0,1,4.0,8.0,7.0,8.0,7.0,4.0,2.0,9.0,0,0,14.81,18.52,18.52,18.52,11.11,18.52,8.0,10.0,8.0,8.0,8.0
1,32.0,25.0,0,0.02,11.54,13.46,19.23,19.23,19.23,17.31,7.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,14.81,18.52,18.52,18.52,11.11,18.52,8.0,10.0,8.0,8.0,8.0
1,32.0,28.0,1,-0.14,16.36,16.36,18.18,18.18,16.36,14.55,6.0,5.0,5.0,5.0,5.0,5.0,8.0,6.0,1,5.0,9.0,9.0,5.0,9.0,7.0,5.0,8.0,0,0,14.81,18.52,18.52,18.52,11.11,18.52,8.0,10.0,8.0,8.0,8.0
1,32.0,27.0,0,0.32,14.29,18.37,18.37,16.33,18.37,14.29,8.0,8.0,6.0,6.0,5.0,5.0,7.0,6.0,1,7.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,1,1,14.81,18.52,18.52,18.52,11.11,18.52,8.0,10.0,8.0,8.0,8.0
1,32.0,25.0,0,0.3,15.52,17.24,17.24,17.24,17.24,15.52,9.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,0,6.0,8.0,8.0,7.0,6.0,7.0,7.0,5.0,0,0,14.81,18.52,18.52,18.52,11.11,18.52,8.0,10.0,8.0,8.0,8.0
1,28.0,24.0,0,-0.18,16.0,16.0,20.0,16.0,18.0,14.0,6.0,4.0,5.0,5.0,3.0,4.0,4.0,6.0,0,7.0,10.0,10.0,8.0,9.0,6.0,7.0,6.0,0,0,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,28.0,27.0,0,-0.27,15.38,19.23,19.23,19.23,13.46,13.46,6.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,1,6.0,7.0,8.0,9.0,8.0,7.0,8.0,8.0,1,1,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,28.0,25.0,0,0.09,17.65,17.65,17.65,15.69,15.69,15.69,6.0,5.0,5.0,3.0,2.0,3.0,5.0,3.0,0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,0,0,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,28.0,24.0,0,0.11,14.0,18.0,20.0,18.0,16.0,14.0,6.0,6.0,6.0,5.0,6.0,8.0,7.0,7.0,1,7.0,7.0,7.0,7.0,7.0,4.0,4.0,5.0,0,0,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,28.0,23.0,0,0.11,15.38,19.23,17.31,19.23,9.62,19.23,4.0,5.0,6.0,2.0,3.0,4.0,4.0,2.0,0,4.0,6.0,7.0,7.0,6.0,6.0,5.0,4.0,0,0,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,28.0,30.0,0,0.08,17.5,17.5,20.0,12.5,20.0,12.5,5.0,6.0,8.0,5.0,5.0,5.0,5.0,5.0,0,7.0,10.0,8.0,6.0,7.0,2.0,8.0,9.0,1,0,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,28.0,22.0,0,0.2,15.38,19.23,19.23,19.23,15.38,11.54,4.0,6.0,7.0,2.0,5.0,3.0,4.0,5.0,0,7.0,9.0,9.0,8.0,8.0,5.0,7.0,6.0,0,0,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,28.0,26.0,0,0.08,19.61,15.69,17.65,15.69,17.65,13.73,7.0,7.0,7.0,8.0,7.0,9.0,7.0,7.0,1,7.0,9.0,8.0,7.0,7.0,8.0,9.0,10.0,0,0,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,28.0,23.0,0,0.35,15.38,17.31,19.23,19.23,11.54,17.31,7.0,4.0,5.0,3.0,7.0,4.0,4.0,5.0,0,6.0,8.0,8.0,6.0,8.0,4.0,7.0,5.0,0,0,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,28.0,31.0,0,0.37,14.58,16.67,20.83,18.75,16.67,12.5,6.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,1,4.0,9.0,9.0,6.0,8.0,7.0,8.0,7.0,1,1,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,28.0,23.0,0,-0.02,17.31,13.46,17.31,19.23,19.23,13.46,9.0,6.0,5.0,8.0,9.0,7.0,8.0,6.0,1,7.0,6.0,7.0,8.0,6.0,6.0,6.0,9.0,0,0,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,28.0,25.0,0,0.32,11.54,13.46,19.23,19.23,19.23,17.31,8.0,10.0,9.0,9.0,9.0,6.0,8.0,7.0,1,5.0,8.0,8.0,9.0,9.0,5.0,7.0,7.0,0,0,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,28.0,28.0,0,-0.19,16.36,16.36,18.18,18.18,16.36,14.55,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,1,7.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,0,0,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,28.0,27.0,1,0.07,14.29,18.37,18.37,16.33,18.37,14.29,3.0,5.0,5.0,7.0,5.0,4.0,6.0,7.0,0,7.0,7.0,8.0,7.0,8.0,5.0,6.0,6.0,1,0,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,28.0,25.0,1,0.03,15.52,17.24,17.24,17.24,17.24,15.52,7.0,7.0,8.0,8.0,7.0,8.0,8.0,6.0,1,8.0,8.0,8.0,7.0,8.0,7.0,7.0,6.0,0,0,17.39,15.22,15.22,19.57,17.39,15.22,5.0,9.0,6.0,7.0,7.0
1,23.0,24.0,1,-0.07,16.0,16.0,20.0,16.0,18.0,14.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,7.0,0,10.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,1,0,25.64,15.38,17.95,20.51,10.26,10.26,10.0,10.0,10.0,10.0,10.0
1,23.0,27.0,1,-0.04,15.38,19.23,19.23,19.23,13.46,13.46,6.0,7.0,7.0,8.0,6.0,6.0,6.0,7.0,0,10.0,9.0,9.0,8.0,9.0,6.0,7.0,7.0,1,0,25.64,15.38,17.95,20.51,10.26,10.26,10.0,10.0,10.0,10.0,10.0
1,23.0,25.0,0,-0.2,17.65,17.65,17.65,15.69,15.69,15.69,5.0,8.0,7.0,4.0,6.0,5.0,6.0,7.0,0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,0,0,25.64,15.38,17.95,20.51,10.26,10.26,10.0,10.0,10.0,10.0,10.0
1,23.0,24.0,0,-0.02,14.0,18.0,20.0,18.0,16.0,14.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,1,7.0,8.0,8.0,8.0,8.0,2.0,6.0,5.0,0,0,25.64,15.38,17.95,20.51,10.26,10.26,10.0,10.0,10.0,10.0,10.0
1,23.0,23.0,0,-0.07,15.38,19.23,17.31,19.23,9.62,19.23,3.0,7.0,6.0,3.0,6.0,3.0,4.0,2.0,0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,0,0,25.64,15.38,17.95,20.51,10.26,10.26,10.0,10.0,10.0,10.0,10.0
